,action_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,shot_zone_basic,game_date,matchup,opponent,shot_id,time_remaining
414,0,-176,-15,6,4,0,4,35,17,0.0,1,0,1493,1,14,415,395
415,2,0,0,6,4,0,4,4,0,1.0,4,1,1493,1,14,416,364
416,0,39,192,5,4,0,4,2,19,1.0,4,0,1493,1,14,417,302
418,7,0,0,1,4,0,4,24,0,1.0,4,1,1493,1,14,419,84
419,3,60,17,0,4,0,4,38,6,1.0,4,2,1493,1,14,420,38
420,0,150,116,11,1,0,4,41,18,1.0,3,0,1494,0,9,421,701
421,0,102,160,10,1,0,4,54,18,0.0,3,0,1494,0,9,422,654
422,9,0,0,7,1,0,4,27,0,0.0,4,1,1494,0,9,423,447
423,0,-4,167,4,1,0,4,37,16,1.0,4,0,1494,0,9,424,277
424,0,-168,-21,3,1,0,4,38,16,0.0,1,0,1494,0,9,425,218
425,0,1,49,3,1,0,4,10,4,0.0,4,2,1494,0,9,426,190
426,0,144,0,2,1,0,4,6,14,1.0,0,0,1494,0,9,427,126
428,0,-31,61,10,2,0,4,5,6,0.0,4,2,1494,0,9,429,605
429,2,0,0,9,2,0,4,0,0,1.0,4,1,1494,0,9,430,540
430,8,180,4,7,2,0,4,57,18,1.0,0,0,1494,0,9,431,477
431,0,159,0,6,2,0,4,2,15,0.0,0,0,1494,0,9,432,362
432,4,0,0,1,2,0,4,14,0,0.0,4,1,1494,0,9,433,74
434,2,-18,21,0,2,0,4,7,2,0.0,4,1,1494,0,9,435,7
435,5,0,0,11,3,0,4,40,0,1.0,4,1,1494,0,9,436,700
436,0,231,-4,10,3,0,4,59,23,1.0,0,4,1494,0,9,437,659
437,0,-39,21,8,3,0,4,28,4,0.0,4,2,1494,0,9,438,508
440,0,96,139,3,3,0,4,31,16,1.0,3,0,1494,0,9,441,211
441,0,-60,167,2,3,0,4,34,17,0.0,2,0,1494,0,9,442,154
442,0,-231,-4,0,3,0,4,29,23,1.0,1,6,1494,0,9,443,29
443,3,1,78,7,4,0,4,35,7,1.0,4,2,1494,0,9,444,455
444,0,-231,4,5,4,0,4,55,23,0.0,1,6,1494,0,9,445,355
445,0,-225,-21,3,4,0,4,42,22,0.0,1,6,1494,0,9,446,222
446,0,-73,78,2,4,0,4,9,10,1.0,1,2,1494,0,9,447,129
447,0,-60,156,1,4,0,4,5,16,0.0,2,0,1494,0,9,448,65
448,0,-189,4,0,4,0,4,22,18,0.0,1,0,1494,0,9,449,22
449,0,30,251,0,4,0,4,0,25,0.0,4,3,1494,0,9,450,0
450,0,-147,-4,2,5,0,4,26,14,1.0,1,0,1494,0,9,451,146
451,7,0,0,2,5,0,4,10,0,1.0,4,1,1494,0,9,452,130
452,0,-153,0,1,5,0,4,18,15,1.0,1,0,1494,0,9,453,78
453,0,108,11,0,5,0,4,34,10,1.0,0,0,1494,0,9,454,34
454,0,-96,318,0,5,0,4,0,33,0.0,4,3,1494,0,9,455,0
456,0,26,55,8,1,0,4,27,6,1.0,4,2,1496,1,12,457,507
457,0,172,99,7,1,0,4,19,19,0.0,0,0,1496,1,12,458,439
459,0,11,175,3,1,0,4,5,17,0.0,4,0,1496,1,12,460,185
460,0,75,175,1,1,0,4,51,19,1.0,3,0,1496,1,12,461,111
461,0,-50,68,0,1,0,4,11,8,1.0,1,2,1496,1,12,462,11
462,0,186,-2,11,2,0,4,24,18,0.0,0,0,1496,1,12,463,684
463,7,0,0,9,2,0,4,29,0,1.0,4,1,1496,1,12,464,569
464,2,0,0,3,2,0,4,0,0,1.0,4,1,1496,1,12,465,180
465,0,159,116,2,2,0,4,30,19,0.0,3,0,1496,1,12,466,150
466,4,0,0,2,2,0,4,2,0,1.0,4,1,1496,1,12,467,122
467,0,60,192,11,3,0,4,34,20,0.0,4,0,1496,1,12,468,694
468,0,-44,13,11,3,0,4,2,4,0.0,4,2,1496,1,12,469,662
469,0,172,-2,10,3,0,4,46,17,0.0,0,0,1496,1,12,470,646
470,0,102,133,8,3,0,4,32,16,1.0,3,0,1496,1,12,471,512
472,0,-23,127,7,3,0,4,27,12,1.0,4,2,1496,1,12,473,447
473,0,123,144,6,3,0,4,16,18,0.0,3,0,1496,1,12,474,376
474,0,138,209,5,3,0,4,33,25,0.0,3,3,1496,1,12,475,333
475,0,-58,17,3,3,0,4,55,6,0.0,4,2,1496,1,12,476,235
476,0,-71,192,11,4,0,4,47,20,0.0,2,0,1496,1,12,477,707
477,0,-1,72,11,4,0,4,7,7,0.0,4,2,1496,1,12,478,667
478,0,-145,21,2,4,0,4,9,14,0.0,1,0,1496,1,12,479,129
480,0,123,181,10,1,0,4,42,21,1.0,3,0,1498,1,15,481,642
481,0,-130,160,9,1,0,4,21,20,0.0,2,0,1498,1,15,482,561
482,7,0,0,9,1,0,4,16,0,1.0,4,1,1498,1,15,483,556
483,0,-115,247,8,1,0,4,32,27,1.0,2,3,1498,1,15,484,512
484,0,132,120,7,1,0,4,59,17,1.0,3,0,1498,1,15,485,479
485,0,-170,40,6,1,0,4,48,17,0.0,1,0,1498,1,15,486,408
486,2,0,0,1,1,0,4,24,0,1.0,4,1,1498,1,15,487,84
487,0,-176,318,0,1,0,4,0,36,0.0,2,3,1498,1,15,488,0
488,3,66,127,10,2,0,4,38,14,1.0,4,2,1498,1,15,489,638
489,7,0,0,3,2,0,4,29,0,1.0,4,1,1498,1,15,490,209
491,0,-143,198,9,3,0,4,28,24,1.0,2,3,1498,1,15,492,568
492,0,102,137,8,3,0,4,46,17,1.0,3,0,1498,1,15,493,526
493,3,-10,61,7,3,0,4,42,6,1.0,4,2,1498,1,15,494,462
494,0,-10,247,6,3,0,4,38,24,0.0,4,3,1498,1,15,495,398
495,0,138,110,6,3,0,4,16,17,1.0,3,0,1498,1,15,496,376
497,5,0,0,3,3,0,4,30,0,0.0,4,1,1498,1,15,498,210
498,0,60,133,0,3,0,4,32,14,0.0,4,2,1498,1,15,499,32
499,0,-185,99,0,3,0,4,3,20,0.0,1,0,1498,1,15,500,3
500,0,-1,78,10,4,0,4,58,7,0.0,4,2,1498,1,15,501,658
501,0,-23,61,10,1,0,4,50,6,0.0,4,2,1500,1,16,502,650
502,4,0,0,10,1,0,4,29,0,0.0,4,1,1500,1,16,503,629
503,2,0,0,10,1,0,4,24,0,0.0,4,1,1500,1,16,504,624
504,2,0,0,9,1,0,4,44,0,1.0,4,1,1500,1,16,505,584
505,0,75,23,9,1,0,4,11,7,0.0,4,2,1500,1,16,506,551
506,2,0,0,5,1,0,4,14,0,0.0,4,1,1500,1,16,507,314
507,12,0,0,4,1,0,4,17,0,0.0,4,1,1500,1,16,508,257
509,0,11,175,1,1,0,4,56,17,1.0,4,0,1500,1,16,510,116
511,7,0,0,6,2,0,4,17,0,1.0,4,1,1500,1,16,512,377
512,0,-197,28,5,2,0,4,13,19,0.0,1,0,1500,1,16,513,313
513,2,0,0,4,2,0,4,11,0,1.0,4,1,1500,1,16,514,251
514,0,138,110,3,2,0,4,44,17,0.0,3,0,1500,1,16,515,224
515,0,11,291,2,2,0,4,35,29,0.0,4,3,1500,1,16,516,155
516,0,-98,253,0,2,0,4,39,27,1.0,2,3,1500,1,16,517,39
517,0,-122,236,0,2,0,4,22,26,0.0,2,3,1500,1,16,518,22
518,0,110,127,11,3,0,4,46,16,0.0,3,0,1500,1,16,519,706
519,0,81,175,7,3,0,4,27,19,0.0,3,0,1500,1,16,520,447
520,0,110,23,2,3,0,4,52,11,0.0,0,0,1500,1,16,521,172
521,3,32,61,0,3,0,4,50,6,1.0,4,2,1500,1,16,522,50
523,0,153,232,6,4,0,4,51,27,1.0,3,3,1500,1,16,524,411
524,0,87,28,6,4,0,4,18,9,0.0,0,0,1500,1,16,525,378
525,0,-130,219,4,4,0,4,50,25,1.0,2,3,1500,1,16,526,290
526,0,144,219,4,4,0,4,3,26,0.0,3,3,1500,1,16,527,243
527,0,-107,247,2,4,0,4,50,26,0.0,2,3,1500,1,16,528,170
528,0,-86,13,2,4,0,4,28,8,0.0,1,0,1500,1,16,529,148
529,0,-136,7,2,4,0,4,26,13,0.0,1,0,1500,1,16,530,146
530,3,-71,45,0,4,0,4,12,8,0.0,1,2,1500,1,16,531,12
531,0,-71,270,0,4,0,4,0,27,0.0,4,3,1500,1,16,532,0
533,3,-27,34,3,1,0,4,52,4,1.0,4,2,1501,0,0,534,232
534,3,-27,91,0,1,0,4,40,9,1.0,4,2,1501,0,0,535,40
535,2,0,0,0,1,0,4,13,0,0.0,4,1,1501,0,0,536,13
536,4,0,0,0,1,0,4,2,0,1.0,4,1,1501,0,0,537,2
537,4,0,0,10,2,0,4,58,0,1.0,4,1,1501,0,0,538,658
538,0,81,15,10,2,0,4,24,8,0.0,0,0,1501,0,0,539,624
539,0,81,4,9,2,0,4,6,8,1.0,0,0,1501,0,0,540,546
540,0,-4,72,7,2,0,4,56,7,0.0,4,2,1501,0,0,541,476
541,0,96,152,1,2,0,4,54,17,1.0,3,0,1501,0,0,542,114
542,4,0,0,1,2,0,4,37,0,1.0,4,1,1501,0,0,543,97
544,3,-12,51,0,2,0,4,0,5,0.0,4,2,1501,0,0,545,0
546,0,108,-15,7,3,0,4,8,10,0.0,0,0,1501,0,0,547,428
547,3,1,51,0,3,0,4,35,5,0.0,4,2,1501,0,0,548,35
548,0,-122,198,11,4,0,4,39,23,0.0,2,0,1501,0,0,549,699
549,0,81,148,6,4,0,4,2,16,0.0,3,0,1501,0,0,550,362
550,0,191,4,4,4,0,4,32,19,1.0,0,0,1501,0,0,551,272
551,0,167,-4,3,4,0,4,54,16,0.0,0,0,1501,0,0,552,234
552,3,-42,11,1,4,0,4,19,4,1.0,4,2,1501,0,0,553,79
553,4,0,0,1,4,0,4,3,0,1.0,4,1,1501,0,0,554,63
555,1,0,0,0,4,0,4,39,0,1.0,4,1,1501,0,0,556,39
556,0,-56,238,0,4,0,4,30,24,0.0,4,3,1501,0,0,557,30
558,4,0,0,9,1,0,4,18,0,1.0,4,1,1503,1,2,559,558
560,13,0,0,6,1,0,4,3,0,0.0,4,1,1503,1,2,561,363
561,0,-115,127,4,1,0,4,40,17,0.0,2,0,1503,1,2,562,280
562,0,-136,-2,10,2,0,4,59,13,0.0,1,0,1503,1,2,563,659
563,0,-58,55,10,2,0,4,35,7,0.0,4,2,1503,1,2,564,635
564,0,75,106,3,2,0,4,16,12,1.0,0,2,1503,1,2,565,196
565,0,110,226,1,2,0,4,35,25,1.0,3,3,1503,1,2,566,95
566,0,-157,192,1,2,0,4,1,24,0.0,2,3,1503,1,2,567,61
567,0,102,154,11,3,0,4,48,18,0.0,3,0,1503,1,2,568,708
568,4,0,0,11,3,0,4,43,0,1.0,4,1,1503,1,2,569,703
569,12,0,0,10,3,0,4,22,0,1.0,4,1,1503,1,2,570,622
570,5,0,0,8,3,0,4,8,0,0.0,4,1,1503,1,2,571,488
571,0,138,82,7,3,0,4,9,16,0.0,0,0,1503,1,2,572,429
573,2,0,0,5,3,0,4,22,0,0.0,4,1,1503,1,2,574,322
574,8,39,175,8,4,0,4,43,17,1.0,4,0,1503,1,2,575,523
575,1,0,0,10,1,0,4,29,0,1.0,4,1,1505,0,17,576,629
576,0,-141,11,8,1,0,4,58,14,0.0,1,0,1505,0,17,577,538
577,15,0,0,8,1,0,4,14,0,1.0,4,1,1505,0,17,578,494
578,0,-206,-4,6,1,0,4,15,20,1.0,1,0,1505,0,17,579,375
579,0,-149,38,5,1,0,4,45,15,1.0,1,0,1505,0,17,580,345
580,0,-176,122,4,1,0,4,44,21,0.0,1,0,1505,0,17,581,284
581,0,153,127,3,1,0,4,24,19,1.0,3,0,1505,0,17,582,204
582,0,-4,255,1,1,0,4,45,25,1.0,4,3,1505,0,17,583,105
583,0,-155,38,1,1,0,4,12,15,0.0,1,0,1505,0,17,584,72
584,0,144,127,0,1,0,4,15,19,0.0,3,0,1505,0,17,585,15
585,0,100,620,0,1,0,4,0,62,0.0,5,5,1505,0,17,586,0
586,15,0,0,7,2,0,4,51,0,1.0,4,1,1505,0,17,587,471
587,0,16,209,5,2,0,4,17,20,1.0,4,0,1505,0,17,588,317
588,0,-191,165,7,3,0,4,50,25,0.0,2,3,1505,0,17,589,470
589,2,0,0,4,3,0,4,24,0,1.0,4,1,1505,0,17,590,264
591,0,1,72,2,3,0,4,1,7,1.0,4,2,1505,0,17,592,121
592,0,-176,93,11,4,0,4,48,19,0.0,1,0,1505,0,17,593,708
593,0,1,160,10,4,0,4,35,16,1.0,4,0,1505,0,17,594,635
594,8,159,45,9,4,0,4,24,16,0.0,0,0,1505,0,17,595,564
597,0,-206,89,4,4,0,4,53,22,1.0,1,0,1505,0,17,598,293
598,0,237,21,3,4,0,4,28,23,0.0,0,4,1505,0,17,599,208
599,0,129,4,3,4,0,4,4,12,0.0,0,0,1505,0,17,600,184
601,0,-4,255,0,4,0,4,0,25,0.0,4,3,1505,0,17,602,0
602,8,123,49,4,5,0,4,40,13,0.0,0,0,1505,0,17,603,280
603,15,0,0,1,5,0,4,56,0,1.0,4,1,1505,0,17,604,116
605,0,-130,-2,7,1,0,4,46,13,0.0,1,0,1507,0,18,606,466
606,0,-115,127,6,1,0,4,58,17,0.0,2,0,1507,0,18,607,418
607,0,-56,0,5,1,0,4,51,5,1.0,4,2,1507,0,18,608,351
608,2,0,0,2,1,0,4,11,0,1.0,4,1,1507,0,18,609,131
609,0,62,116,0,1,0,4,0,13,1.0,4,2,1507,0,18,610,0
610,0,47,236,11,2,0,4,14,24,0.0,4,3,1507,0,18,611,674
611,0,161,181,9,2,0,4,11,24,0.0,3,3,1507,0,18,612,551
612,3,56,47,8,2,0,4,48,7,1.0,4,2,1507,0,18,613,528
613,0,125,165,7,2,0,4,59,20,0.0,3,0,1507,0,18,614,479
614,0,153,23,5,2,0,4,52,15,1.0,0,0,1507,0,18,615,352
615,3,24,47,0,2,0,4,4,5,0.0,4,2,1507,0,18,616,4
617,4,0,0,10,3,0,4,26,0,0.0,4,1,1507,0,18,618,626
618,0,-71,137,8,3,0,4,35,15,1.0,4,2,1507,0,18,619,515
619,3,32,7,8,3,0,4,9,3,1.0,4,1,1507,0,18,620,489
620,0,-157,23,5,3,0,4,7,15,0.0,1,0,1507,0,18,621,307
621,0,-109,171,1,3,0,4,57,20,1.0,2,0,1507,0,18,622,117
622,0,110,116,0,3,0,4,57,15,0.0,0,0,1507,0,18,623,57
623,4,0,0,0,3,0,4,3,0,1.0,4,1,1507,0,18,624,3
624,0,182,-23,11,4,0,4,13,18,0.0,0,0,1507,0,18,625,673
625,4,0,0,10,4,0,4,5,0,0.0,4,1,1507,0,18,626,605
626,3,83,0,3,4,0,4,30,8,0.0,0,0,1507,0,18,627,210
628,0,-149,148,10,1,0,4,50,21,1.0,2,0,1509,0,4,629,650
629,0,-63,198,9,1,0,4,54,20,1.0,4,0,1509,0,4,630,594
630,2,0,0,7,1,0,4,53,0,1.0,4,1,1509,0,4,631,473
631,0,1,129,6,1,0,4,35,12,1.0,4,2,1509,0,4,632,395
632,0,123,228,5,1,0,4,50,25,1.0,3,3,1509,0,4,633,350
634,12,0,0,1,1,0,4,40,0,1.0,4,1,1509,0,4,635,100
635,12,0,0,11,2,0,4,3,0,1.0,4,1,1509,0,4,636,663
636,0,79,181,10,2,0,4,13,19,1.0,3,0,1509,0,4,637,613
637,13,0,0,6,2,0,4,21,0,1.0,4,1,1509,0,4,638,381
638,0,41,30,5,2,0,4,50,5,0.0,4,2,1509,0,4,639,350
639,0,-94,89,4,2,0,4,47,12,1.0,1,0,1509,0,4,640,287
640,0,98,196,3,2,0,4,26,21,0.0,3,0,1509,0,4,641,206
641,2,0,0,10,3,0,4,15,0,1.0,4,1,1509,0,4,642,615
642,3,-107,19,9,3,0,4,47,10,1.0,1,0,1509,0,4,643,587
643,0,136,30,9,3,0,4,6,13,0.0,0,0,1509,0,4,644,546
644,0,-73,179,6,3,0,4,21,19,0.0,2,0,1509,0,4,645,381
646,12,0,0,3,3,0,4,17,0,1.0,4,1,1509,0,4,647,197
647,3,20,63,10,4,0,4,32,6,1.0,4,2,1509,0,4,648,632
649,11,0,0,7,4,0,4,33,0,1.0,4,1,1509,0,4,650,453
651,0,106,63,1,4,0,4,35,12,1.0,0,0,1509,0,4,652,95
652,0,49,207,0,4,0,4,27,21,1.0,4,0,1509,0,4,653,27
654,0,-136,99,11,1,0,4,39,16,1.0,2,0,1510,0,13,655,699
657,0,140,116,7,1,0,4,27,18,0.0,3,0,1510,0,13,658,447
658,0,-166,15,4,1,0,4,36,16,1.0,1,0,1510,0,13,659,276
659,9,0,0,0,1,0,4,45,0,1.0,4,1,1510,0,13,660,45
660,7,0,0,0,1,0,4,10,0,1.0,4,1,1510,0,13,661,10
661,2,0,0,9,2,0,4,10,0,1.0,4,1,1510,0,13,662,550
662,0,226,9,8,2,0,4,50,22,1.0,0,4,1510,0,13,663,530
663,0,-115,150,3,2,0,4,18,18,0.0,2,0,1510,0,13,664,198
664,0,146,55,2,2,0,4,54,15,1.0,0,0,1510,0,13,665,174
665,0,-65,222,1,2,0,4,43,23,1.0,4,0,1510,0,13,666,103
666,0,-1,160,1,2,0,4,17,16,0.0,4,0,1510,0,13,667,77
667,0,-130,76,11,3,0,4,18,15,0.0,1,0,1510,0,13,668,678
670,0,-130,177,10,4,0,4,42,21,1.0,2,0,1510,0,13,671,642
671,0,-151,0,4,4,0,4,57,15,0.0,1,0,1510,0,13,672,297
672,0,176,-13,2,4,0,4,56,17,0.0,0,0,1510,0,13,673,176
673,0,-187,66,1,4,0,4,11,19,1.0,1,0,1510,0,13,674,71
674,8,81,17,10,1,0,4,42,8,1.0,0,0,1513,1,0,675,642
675,0,81,165,8,1,0,4,50,18,0.0,3,0,1513,1,0,676,530
676,0,117,171,2,1,0,4,49,20,1.0,3,0,1513,1,0,677,169
677,0,-157,198,1,1,0,4,37,25,0.0,2,3,1513,1,0,678,97
678,0,45,110,0,1,0,4,25,11,0.0,4,2,1513,1,0,679,25
679,4,0,0,0,1,0,4,10,0,1.0,4,1,1513,1,0,680,10
680,0,144,154,11,2,0,4,14,21,1.0,3,0,1513,1,0,681,674
681,3,45,51,0,2,0,4,5,6,1.0,4,2,1513,1,0,682,5
682,0,-136,-19,10,3,0,4,7,13,0.0,1,0,1513,1,0,683,607
683,8,5,137,9,3,0,4,39,13,1.0,4,2,1513,1,0,684,579
684,0,94,160,8,3,0,4,50,18,0.0,3,0,1513,1,0,685,530
685,3,45,120,6,3,0,4,23,12,1.0,4,2,1513,1,0,686,383
686,0,-157,226,5,3,0,4,47,27,0.0,2,3,1513,1,0,687,347
687,0,123,154,4,3,0,4,37,19,0.0,3,0,1513,1,0,688,277
688,0,144,219,1,3,0,4,16,26,0.0,3,3,1513,1,0,689,76
689,0,144,232,0,3,0,4,0,27,0.0,3,3,1513,1,0,690,0
690,0,117,160,10,4,0,4,41,19,1.0,3,0,1513,1,0,691,641
691,0,39,40,3,4,0,4,26,5,0.0,4,2,1513,1,0,692,206
694,0,-84,215,10,1,0,4,28,23,0.0,2,0,1516,0,19,695,628
695,8,-105,21,9,1,0,4,57,10,1.0,1,0,1516,0,19,696,597
696,0,100,0,8,1,0,4,38,10,1.0,0,0,1516,0,19,697,518
697,0,138,4,5,1,0,4,1,13,0.0,0,0,1516,0,19,698,301
699,0,94,21,0,1,0,4,54,9,0.0,0,0,1516,0,19,700,54
700,0,159,192,10,2,0,4,20,24,1.0,3,3,1516,0,19,701,620
701,5,0,0,4,2,0,4,2,0,1.0,4,1,1516,0,19,702,242
702,8,-141,28,2,2,0,4,46,14,1.0,1,0,1516,0,19,703,166
703,0,167,68,2,2,0,4,26,18,1.0,0,0,1516,0,19,704,146
704,0,1,175,0,2,0,4,45,17,0.0,4,0,1516,0,19,705,45
705,0,1,243,0,2,0,4,30,24,1.0,4,3,1516,0,19,706,30
706,0,-4,97,11,3,0,4,47,9,0.0,4,2,1516,0,19,707,707
707,8,123,72,11,3,0,4,0,14,1.0,0,0,1516,0,19,708,660
708,0,-141,205,8,3,0,4,21,24,1.0,2,3,1516,0,19,709,501
709,4,0,0,7,3,0,4,13,0,1.0,4,1,1516,0,19,710,433
711,8,195,-4,2,3,0,4,54,19,1.0,0,0,1516,0,19,712,174
712,0,159,0,0,3,0,4,35,15,0.0,0,0,1516,0,19,713,35
713,0,201,21,9,1,0,4,8,20,0.0,0,0,1518,0,3,714,548
714,0,174,45,8,1,0,4,50,17,1.0,0,0,1518,0,3,715,530
715,0,-141,222,7,1,0,4,29,26,1.0,2,3,1518,0,3,716,449
716,0,195,160,6,1,0,4,44,25,0.0,3,3,1518,0,3,717,404
718,11,0,0,2,1,0,4,51,0,1.0,4,1,1518,0,3,719,171
719,0,-162,45,1,1,0,4,53,16,0.0,1,0,1518,0,3,720,113
720,3,-12,55,0,1,0,4,40,5,0.0,4,2,1518,0,3,721,40
723,0,1,255,6,2,0,4,20,25,1.0,4,3,1518,0,3,724,380
725,5,0,0,3,2,0,4,56,0,1.0,4,1,1518,0,3,726,236
726,0,64,49,2,2,0,4,1,8,1.0,0,2,1518,0,3,727,121
727,0,-141,205,0,2,0,4,27,24,0.0,2,3,1518,0,3,728,27
728,0,-71,238,8,3,0,4,38,24,0.0,4,3,1518,0,3,729,518
729,0,-141,228,3,3,0,4,54,26,0.0,2,3,1518,0,3,730,234
730,0,129,15,1,3,0,4,53,12,0.0,0,0,1518,0,3,731,113
731,0,-50,236,9,1,0,4,34,24,0.0,4,3,1522,1,1,732,574
732,0,-130,-19,8,1,0,4,12,13,1.0,1,0,1522,1,1,733,492
735,0,-143,-29,1,1,0,4,38,14,0.0,1,0,1522,1,1,736,98
737,0,-143,209,0,1,0,4,18,25,0.0,2,3,1522,1,1,738,18
738,0,144,2,10,2,0,4,39,14,0.0,0,0,1522,1,1,739,639
739,0,153,95,7,2,0,4,25,18,1.0,0,0,1522,1,1,740,445
740,0,-107,99,4,2,0,4,56,14,0.0,1,0,1522,1,1,741,296
741,8,94,82,3,2,0,4,46,12,1.0,0,0,1522,1,1,742,226
742,7,0,0,3,2,0,4,4,0,1.0,4,1,1522,1,1,743,184
743,0,159,116,2,2,0,4,10,19,0.0,3,0,1522,1,1,744,130
744,6,0,0,1,2,0,4,53,0,1.0,4,1,1522,1,1,745,113
747,1,0,0,0,3,0,4,42,0,1.0,4,1,1522,1,1,748,42
748,0,-16,291,0,3,0,4,0,29,0.0,4,3,1522,1,1,749,0
749,0,110,236,8,4,0,4,31,26,0.0,3,3,1522,1,1,750,511
750,0,153,110,4,4,0,4,42,18,1.0,0,0,1522,1,1,751,282
751,11,0,0,3,4,0,4,50,0,1.0,4,1,1522,1,1,752,230
752,0,102,243,2,4,0,4,43,26,1.0,3,3,1522,1,1,753,163
753,0,-227,13,1,4,0,4,2,22,1.0,1,6,1522,1,1,754,62
754,0,45,209,0,4,0,4,26,21,0.0,4,0,1522,1,1,755,26
755,0,-143,198,10,1,0,4,9,24,0.0,2,3,1526,1,3,756,609
756,4,0,0,8,1,0,4,7,0,1.0,4,1,1526,1,3,757,487
757,0,-176,34,7,1,0,4,33,17,1.0,1,0,1526,1,3,758,453
758,3,54,133,6,1,0,4,9,14,1.0,4,2,1526,1,3,759,369
759,0,102,116,5,1,0,4,4,15,1.0,0,0,1526,1,3,760,304
760,2,0,0,4,1,0,4,50,0,0.0,4,1,1526,1,3,761,290
761,0,45,154,4,1,0,4,12,16,0.0,4,0,1526,1,3,762,252
762,0,-44,127,3,1,0,4,56,13,0.0,4,2,1526,1,3,763,236
763,0,-170,-15,7,2,0,4,16,17,1.0,1,0,1526,1,3,764,436
764,0,165,-15,6,2,0,4,23,16,0.0,0,0,1526,1,3,765,383
767,3,54,61,5,2,0,4,12,8,1.0,0,2,1526,1,3,768,312
768,3,-130,40,4,2,0,4,42,13,1.0,1,0,1526,1,3,769,282
769,7,0,0,2,2,0,4,14,0,1.0,4,1,1526,1,3,770,134
771,0,26,72,0,2,0,4,2,7,1.0,4,2,1526,1,3,772,2
774,0,193,34,1,3,0,4,55,19,0.0,0,0,1526,1,3,775,115
775,0,-79,205,4,4,0,4,46,21,0.0,2,0,1526,1,3,776,286
776,0,94,243,2,4,0,4,46,26,0.0,3,3,1526,1,3,777,166
777,0,237,61,2,4,0,4,1,24,0.0,0,4,1526,1,3,778,121
778,0,54,257,1,4,0,4,26,26,0.0,4,3,1526,1,3,779,86
779,0,-10,133,10,1,0,4,28,13,1.0,4,2,1531,1,20,780,628
780,0,-71,154,8,1,0,4,22,16,0.0,2,0,1531,1,20,781,502
781,0,-44,205,10,2,0,4,41,20,0.0,4,0,1531,1,20,782,641
784,0,172,181,2,2,0,4,31,24,0.0,3,3,1531,1,20,785,151
785,0,-107,154,11,3,0,4,14,18,1.0,2,0,1531,1,20,786,674
786,0,207,-15,9,3,0,4,34,20,1.0,0,0,1531,1,20,787,574
787,0,81,78,8,3,0,4,58,11,0.0,0,0,1531,1,20,788,538
789,16,0,0,7,3,0,4,57,0,0.0,4,1,1531,1,20,790,477
790,0,-157,-2,7,3,0,4,38,15,1.0,1,0,1531,1,20,791,458
792,0,-98,2,1,3,0,4,43,9,0.0,1,0,1531,1,20,793,103
793,2,0,0,0,3,0,4,39,0,0.0,4,1,1531,1,20,794,39
794,2,0,0,0,3,0,4,37,0,1.0,4,1,1531,1,20,795,37
795,0,123,270,0,3,0,4,3,29,0.0,3,3,1531,1,20,796,3
796,8,144,13,10,4,0,4,35,14,1.0,0,0,1531,1,20,797,635
797,0,-115,-23,7,4,0,4,23,11,0.0,1,0,1531,1,20,798,443
798,13,0,0,6,4,0,4,53,0,0.0,4,1,1531,1,20,799,413
799,0,66,243,5,4,0,4,15,25,0.0,4,3,1531,1,20,800,315
800,0,159,99,4,4,0,4,51,18,1.0,0,0,1531,1,20,801,291
801,3,-130,17,4,4,0,4,21,13,1.0,1,0,1531,1,20,802,261
802,0,117,154,3,4,0,4,4,19,0.0,3,0,1531,1,20,803,184
804,0,-107,224,6,1,0,4,53,24,0.0,2,3,1532,0,1,805,413
805,0,11,241,5,1,0,4,10,24,0.0,4,3,1532,0,1,806,310
806,0,182,-8,2,1,0,4,52,18,1.0,0,0,1532,0,1,807,172
807,0,153,-4,7,2,0,4,43,15,1.0,0,0,1532,0,1,808,463
809,2,0,0,6,2,0,4,26,0,1.0,4,1,1532,0,1,810,386
810,0,182,36,1,2,0,4,10,18,1.0,0,0,1532,0,1,811,70
813,0,115,112,0,2,0,4,6,16,0.0,3,0,1532,0,1,814,6
814,0,153,207,0,2,0,4,0,25,0.0,3,3,1532,0,1,815,0
815,0,-25,177,9,3,0,4,12,17,0.0,4,0,1532,0,1,816,552
817,0,-107,26,7,3,0,4,43,11,0.0,1,0,1532,0,1,818,463
818,0,-54,19,4,3,0,4,21,5,1.0,4,2,1532,0,1,819,261
820,0,167,-8,3,3,0,4,5,16,1.0,0,0,1532,0,1,821,185
821,0,85,184,0,3,0,4,29,20,0.0,3,0,1532,0,1,822,29
822,0,-128,-15,8,4,0,4,36,12,0.0,1,0,1532,0,1,823,516
823,0,123,171,5,4,0,4,20,21,1.0,3,0,1532,0,1,824,320
826,0,-16,247,0,4,0,4,52,24,0.0,4,3,1532,0,1,827,52
827,0,214,112,0,4,0,4,10,24,0.0,3,3,1532,0,1,828,10
829,0,-122,17,8,1,0,4,29,12,0.0,1,0,1534,1,2,830,509
830,0,94,175,5,1,0,4,18,19,0.0,3,0,1534,1,2,831,318
831,0,-122,137,4,1,0,4,7,18,1.0,2,0,1534,1,2,832,247
832,0,123,160,2,1,0,4,44,20,1.0,3,0,1534,1,2,833,164
833,8,-37,165,0,1,0,4,36,16,1.0,4,0,1534,1,2,834,36
