action_type,loc_x,loc_y,period,playoffs,shot_distance,shot_made_flag,shot_zone_area,shot_zone_basic,opponent,season,matchup,time_remaining,game_date
0,-60,156,4,0,16,0.0,2,0,9,4,0,65,1494
0,-189,4,4,0,18,0.0,1,0,9,4,0,22,1494
0,30,251,4,0,25,0.0,4,3,9,4,0,0,1494
0,-147,-4,5,0,14,1.0,1,0,9,4,0,146,1494
7,0,0,5,0,0,1.0,4,1,9,4,0,130,1494
0,-153,0,5,0,15,1.0,1,0,9,4,0,78,1494
0,108,11,5,0,10,1.0,0,0,9,4,0,34,1494
0,-96,318,5,0,33,0.0,4,3,9,4,0,0,1494
0,-86,133,1,0,15,,1,0,12,4,1,703,1496
0,26,55,1,0,6,1.0,4,2,12,4,1,507,1496
0,172,99,1,0,19,0.0,0,0,12,4,1,439,1496
0,60,34,1,0,6,,4,2,12,4,1,384,1496
0,11,175,1,0,17,0.0,4,0,12,4,1,185,1496
0,75,175,1,0,19,1.0,3,0,12,4,1,111,1496
0,-50,68,1,0,8,1.0,1,2,12,4,1,11,1496
0,186,-2,2,0,18,0.0,0,0,12,4,1,684,1496
7,0,0,2,0,0,1.0,4,1,12,4,1,569,1496
2,0,0,2,0,0,1.0,4,1,12,4,1,180,1496
0,159,116,2,0,19,0.0,3,0,12,4,1,150,1496
4,0,0,2,0,0,1.0,4,1,12,4,1,122,1496
0,60,192,3,0,20,0.0,4,0,12,4,1,694,1496
0,-44,13,3,0,4,0.0,4,2,12,4,1,662,1496
0,172,-2,3,0,17,0.0,0,0,12,4,1,646,1496
0,102,133,3,0,16,1.0,3,0,12,4,1,512,1496
0,117,171,3,0,20,,3,0,12,4,1,455,1496
0,-23,127,3,0,12,1.0,4,2,12,4,1,447,1496
0,123,144,3,0,18,0.0,3,0,12,4,1,376,1496
0,138,209,3,0,25,0.0,3,3,12,4,1,333,1496
0,-58,17,3,0,6,0.0,4,2,12,4,1,235,1496
0,-71,192,4,0,20,0.0,2,0,12,4,1,707,1496
0,-1,72,4,0,7,0.0,4,2,12,4,1,667,1496
0,-145,21,4,0,14,0.0,1,0,12,4,1,129,1496
0,-101,4,4,0,10,,1,0,12,4,1,103,1496
0,123,181,1,0,21,1.0,3,0,15,4,1,642,1498
0,-130,160,1,0,20,0.0,2,0,15,4,1,561,1498
7,0,0,1,0,0,1.0,4,1,15,4,1,556,1498
0,-115,247,1,0,27,1.0,2,3,15,4,1,512,1498
0,132,120,1,0,17,1.0,3,0,15,4,1,479,1498
0,-170,40,1,0,17,0.0,1,0,15,4,1,408,1498
2,0,0,1,0,0,1.0,4,1,15,4,1,84,1498
0,-176,318,1,0,36,0.0,2,3,15,4,1,0,1498
3,66,127,2,0,14,1.0,4,2,15,4,1,638,1498
7,0,0,2,0,0,1.0,4,1,15,4,1,209,1498
0,153,226,2,0,27,,3,3,15,4,1,79,1498
0,-143,198,3,0,24,1.0,2,3,15,4,1,568,1498
0,102,137,3,0,17,1.0,3,0,15,4,1,526,1498
3,-10,61,3,0,6,1.0,4,2,15,4,1,462,1498
0,-10,247,3,0,24,0.0,4,3,15,4,1,398,1498
0,138,110,3,0,17,1.0,3,0,15,4,1,376,1498
0,87,127,3,0,15,,0,0,15,4,1,316,1498
5,0,0,3,0,0,0.0,4,1,15,4,1,210,1498
0,60,133,3,0,14,0.0,4,2,15,4,1,32,1498
0,-185,99,3,0,20,0.0,1,0,15,4,1,3,1498
0,-1,78,4,0,7,0.0,4,2,15,4,1,658,1498
0,-23,61,1,0,6,0.0,4,2,16,4,1,650,1500
4,0,0,1,0,0,0.0,4,1,16,4,1,629,1500
2,0,0,1,0,0,0.0,4,1,16,4,1,624,1500
2,0,0,1,0,0,1.0,4,1,16,4,1,584,1500
0,75,23,1,0,7,0.0,4,2,16,4,1,551,1500
2,0,0,1,0,0,0.0,4,1,16,4,1,314,1500
12,0,0,1,0,0,0.0,4,1,16,4,1,257,1500
0,32,257,1,0,25,,4,3,16,4,1,153,1500
0,11,175,1,0,17,1.0,4,0,16,4,1,116,1500
0,180,192,1,0,26,,3,3,16,4,1,44,1500
7,0,0,2,0,0,1.0,4,1,16,4,1,377,1500
0,-197,28,2,0,19,0.0,1,0,16,4,1,313,1500
2,0,0,2,0,0,1.0,4,1,16,4,1,251,1500
0,138,110,2,0,17,0.0,3,0,16,4,1,224,1500
0,11,291,2,0,29,0.0,4,3,16,4,1,155,1500
0,-98,253,2,0,27,1.0,2,3,16,4,1,39,1500
0,-122,236,2,0,26,0.0,2,3,16,4,1,22,1500
0,110,127,3,0,16,0.0,3,0,16,4,1,706,1500
0,81,175,3,0,19,0.0,3,0,16,4,1,447,1500
0,110,23,3,0,11,0.0,0,0,16,4,1,172,1500
3,32,61,3,0,6,1.0,4,2,16,4,1,50,1500
0,-16,106,3,0,10,,4,2,16,4,1,0,1500
0,153,232,4,0,27,1.0,3,3,16,4,1,411,1500
0,87,28,4,0,9,0.0,0,0,16,4,1,378,1500
0,-130,219,4,0,25,1.0,2,3,16,4,1,290,1500
0,144,219,4,0,26,0.0,3,3,16,4,1,243,1500
0,-107,247,4,0,26,0.0,2,3,16,4,1,170,1500
0,-86,13,4,0,8,0.0,1,0,16,4,1,148,1500
0,-136,7,4,0,13,0.0,1,0,16,4,1,146,1500
3,-71,45,4,0,8,0.0,1,2,16,4,1,12,1500
0,-71,270,4,0,27,0.0,4,3,16,4,1,0,1500
0,161,108,1,0,19,,0,0,0,4,0,533,1501
3,-27,34,1,0,4,1.0,4,2,0,4,0,232,1501
3,-27,91,1,0,9,1.0,4,2,0,4,0,40,1501
2,0,0,1,0,0,0.0,4,1,0,4,0,13,1501
4,0,0,1,0,0,1.0,4,1,0,4,0,2,1501
4,0,0,2,0,0,1.0,4,1,0,4,0,658,1501
0,81,15,2,0,8,0.0,0,0,0,4,0,624,1501
0,81,4,2,0,8,1.0,0,0,0,4,0,546,1501
0,-4,72,2,0,7,0.0,4,2,0,4,0,476,1501
0,96,152,2,0,17,1.0,3,0,0,4,0,114,1501
4,0,0,2,0,0,1.0,4,1,0,4,0,97,1501
2,0,0,2,0,0,,4,1,0,4,0,71,1501
3,-12,51,2,0,5,0.0,4,2,0,4,0,0,1501
0,226,4,3,0,22,,0,4,0,4,0,516,1501
0,108,-15,3,0,10,0.0,0,0,0,4,0,428,1501
3,1,51,3,0,5,0.0,4,2,0,4,0,35,1501
0,-122,198,4,0,23,0.0,2,0,0,4,0,699,1501
0,81,148,4,0,16,0.0,3,0,0,4,0,362,1501
0,191,4,4,0,19,1.0,0,0,0,4,0,272,1501
0,167,-4,4,0,16,0.0,0,0,0,4,0,234,1501
3,-42,11,4,0,4,1.0,4,2,0,4,0,79,1501
4,0,0,4,0,0,1.0,4,1,0,4,0,63,1501
4,0,0,4,0,0,,4,1,0,4,0,47,1501
1,0,0,4,0,0,1.0,4,1,0,4,0,39,1501
0,-56,238,4,0,24,0.0,4,3,0,4,0,30,1501
0,45,253,1,0,25,,4,3,2,4,1,678,1503
4,0,0,1,0,0,1.0,4,1,2,4,1,558,1503
0,-143,78,1,0,16,,1,0,2,4,1,437,1503
13,0,0,1,0,0,0.0,4,1,2,4,1,363,1503
0,-115,127,1,0,17,0.0,2,0,2,4,1,280,1503
0,-136,-2,2,0,13,0.0,1,0,2,4,1,659,1503
0,-58,55,2,0,7,0.0,4,2,2,4,1,635,1503
0,75,106,2,0,12,1.0,0,2,2,4,1,196,1503
0,110,226,2,0,25,1.0,3,3,2,4,1,95,1503
0,-157,192,2,0,24,0.0,2,3,2,4,1,61,1503
0,102,154,3,0,18,0.0,3,0,2,4,1,708,1503
4,0,0,3,0,0,1.0,4,1,2,4,1,703,1503
12,0,0,3,0,0,1.0,4,1,2,4,1,622,1503
5,0,0,3,0,0,0.0,4,1,2,4,1,488,1503
0,138,82,3,0,16,0.0,0,0,2,4,1,429,1503
0,-149,34,3,0,15,,1,0,2,4,1,390,1503
2,0,0,3,0,0,0.0,4,1,2,4,1,322,1503
8,39,175,4,0,17,1.0,4,0,2,4,1,523,1503
1,0,0,1,0,0,1.0,4,1,17,4,0,629,1505
0,-141,11,1,0,14,0.0,1,0,17,4,0,538,1505
15,0,0,1,0,0,1.0,4,1,17,4,0,494,1505
0,-206,-4,1,0,20,1.0,1,0,17,4,0,375,1505
0,-149,38,1,0,15,1.0,1,0,17,4,0,345,1505
0,-176,122,1,0,21,0.0,1,0,17,4,0,284,1505
0,153,127,1,0,19,1.0,3,0,17,4,0,204,1505
0,-4,255,1,0,25,1.0,4,3,17,4,0,105,1505
0,-155,38,1,0,15,0.0,1,0,17,4,0,72,1505
0,144,127,1,0,19,0.0,3,0,17,4,0,15,1505
0,100,620,1,0,62,0.0,5,5,17,4,0,0,1505
15,0,0,2,0,0,1.0,4,1,17,4,0,471,1505
0,16,209,2,0,20,1.0,4,0,17,4,0,317,1505
0,-191,165,3,0,25,0.0,2,3,17,4,0,470,1505
2,0,0,3,0,0,1.0,4,1,17,4,0,264,1505
0,123,188,3,0,22,,3,0,17,4,0,146,1505
0,1,72,3,0,7,1.0,4,2,17,4,0,121,1505
0,-176,93,4,0,19,0.0,1,0,17,4,0,708,1505
0,1,160,4,0,16,1.0,4,0,17,4,0,635,1505
8,159,45,4,0,16,0.0,0,0,17,4,0,564,1505
0,-4,99,4,0,9,,4,2,17,4,0,493,1505
0,-134,177,4,0,22,,2,0,17,4,0,374,1505
0,-206,89,4,0,22,1.0,1,0,17,4,0,293,1505
0,237,21,4,0,23,0.0,0,4,17,4,0,208,1505
0,129,4,4,0,12,0.0,0,0,17,4,0,184,1505
8,-48,72,4,0,8,,1,2,17,4,0,48,1505
0,-4,255,4,0,25,0.0,4,3,17,4,0,0,1505
8,123,49,5,0,13,0.0,0,0,17,4,0,280,1505
15,0,0,5,0,0,1.0,4,1,17,4,0,116,1505
0,110,165,1,0,19,,3,0,18,4,0,519,1507
0,-130,-2,1,0,13,0.0,1,0,18,4,0,466,1507
0,-115,127,1,0,17,0.0,2,0,18,4,0,418,1507
0,-56,0,1,0,5,1.0,4,2,18,4,0,351,1507
2,0,0,1,0,0,1.0,4,1,18,4,0,131,1507
0,62,116,1,0,13,1.0,4,2,18,4,0,0,1507
0,47,236,2,0,24,0.0,4,3,18,4,0,674,1507
0,161,181,2,0,24,0.0,3,3,18,4,0,551,1507
3,56,47,2,0,7,1.0,4,2,18,4,0,528,1507
0,125,165,2,0,20,0.0,3,0,18,4,0,479,1507
0,153,23,2,0,15,1.0,0,0,18,4,0,352,1507
3,24,47,2,0,5,0.0,4,2,18,4,0,4,1507
0,125,0,3,0,12,,0,0,18,4,0,633,1507
4,0,0,3,0,0,0.0,4,1,18,4,0,626,1507
0,-71,137,3,0,15,1.0,4,2,18,4,0,515,1507
3,32,7,3,0,3,1.0,4,1,18,4,0,489,1507
0,-157,23,3,0,15,0.0,1,0,18,4,0,307,1507
0,-109,171,3,0,20,1.0,2,0,18,4,0,117,1507
0,110,116,3,0,15,0.0,0,0,18,4,0,57,1507
4,0,0,3,0,0,1.0,4,1,18,4,0,3,1507
0,182,-23,4,0,18,0.0,0,0,18,4,0,673,1507
4,0,0,4,0,0,0.0,4,1,18,4,0,605,1507
3,83,0,4,0,8,0.0,0,0,18,4,0,210,1507
0,-166,0,4,0,16,,1,0,18,4,0,18,1507
0,-149,148,1,0,21,1.0,2,0,4,4,0,650,1509
0,-63,198,1,0,20,1.0,4,0,4,4,0,594,1509
2,0,0,1,0,0,1.0,4,1,4,4,0,473,1509
0,1,129,1,0,12,1.0,4,2,4,4,0,395,1509
0,123,228,1,0,25,1.0,3,3,4,4,0,350,1509
0,159,78,1,0,17,,0,0,4,4,0,223,1509
12,0,0,1,0,0,1.0,4,1,4,4,0,100,1509
12,0,0,2,0,0,1.0,4,1,4,4,0,663,1509
0,79,181,2,0,19,1.0,3,0,4,4,0,613,1509
13,0,0,2,0,0,1.0,4,1,4,4,0,381,1509
0,41,30,2,0,5,0.0,4,2,4,4,0,350,1509
0,-94,89,2,0,12,1.0,1,0,4,4,0,287,1509
0,98,196,2,0,21,0.0,3,0,4,4,0,206,1509
2,0,0,3,0,0,1.0,4,1,4,4,0,615,1509
3,-107,19,3,0,10,1.0,1,0,4,4,0,587,1509
0,136,30,3,0,13,0.0,0,0,4,4,0,546,1509
0,-73,179,3,0,19,0.0,2,0,4,4,0,381,1509
0,56,23,3,0,6,,4,2,4,4,0,200,1509
12,0,0,3,0,0,1.0,4,1,4,4,0,197,1509
3,20,63,4,0,6,1.0,4,2,4,4,0,632,1509
0,106,133,4,0,17,,3,0,4,4,0,584,1509
11,0,0,4,0,0,1.0,4,1,4,4,0,453,1509
4,0,0,4,0,0,,4,1,4,4,0,376,1509
0,106,63,4,0,12,1.0,0,0,4,4,0,95,1509
0,49,207,4,0,21,1.0,4,0,4,4,0,27,1509
12,0,0,4,0,0,,4,1,4,4,0,11,1509
0,-136,99,1,0,16,1.0,2,0,13,4,0,699,1510
2,0,0,1,0,0,,4,1,13,4,0,666,1510
0,3,137,1,0,13,,4,2,13,4,0,647,1510
0,140,116,1,0,18,0.0,3,0,13,4,0,447,1510
0,-166,15,1,0,16,1.0,1,0,13,4,0,276,1510
9,0,0,1,0,0,1.0,4,1,13,4,0,45,1510
7,0,0,1,0,0,1.0,4,1,13,4,0,10,1510
2,0,0,2,0,0,1.0,4,1,13,4,0,550,1510
0,226,9,2,0,22,1.0,0,4,13,4,0,530,1510
0,-115,150,2,0,18,0.0,2,0,13,4,0,198,1510
0,146,55,2,0,15,1.0,0,0,13,4,0,174,1510
0,-65,222,2,0,23,1.0,4,0,13,4,0,103,1510
0,-1,160,2,0,16,0.0,4,0,13,4,0,77,1510
0,-130,76,3,0,15,0.0,1,0,13,4,0,678,1510
0,167,93,3,0,19,,0,0,13,4,0,541,1510
11,0,0,3,0,0,,4,1,13,4,0,351,1510
0,-130,177,4,0,21,1.0,2,0,13,4,0,642,1510
0,-151,0,4,0,15,0.0,1,0,13,4,0,297,1510
0,176,-13,4,0,17,0.0,0,0,13,4,0,176,1510
0,-187,66,4,0,19,1.0,1,0,13,4,0,71,1510
8,81,17,1,0,8,1.0,0,0,0,4,1,642,1513
0,81,165,1,0,18,0.0,3,0,0,4,1,530,1513
0,117,171,1,0,20,1.0,3,0,0,4,1,169,1513
0,-157,198,1,0,25,0.0,2,3,0,4,1,97,1513
0,45,110,1,0,11,0.0,4,2,0,4,1,25,1513
4,0,0,1,0,0,1.0,4,1,0,4,1,10,1513
0,144,154,2,0,21,1.0,3,0,0,4,1,674,1513
3,45,51,2,0,6,1.0,4,2,0,4,1,5,1513
0,-136,-19,3,0,13,0.0,1,0,0,4,1,607,1513
8,5,137,3,0,13,1.0,4,2,0,4,1,579,1513
0,94,160,3,0,18,0.0,3,0,0,4,1,530,1513
3,45,120,3,0,12,1.0,4,2,0,4,1,383,1513
0,-157,226,3,0,27,0.0,2,3,0,4,1,347,1513
0,123,154,3,0,19,0.0,3,0,0,4,1,277,1513
0,144,219,3,0,26,0.0,3,3,0,4,1,76,1513
0,144,232,3,0,27,0.0,3,3,0,4,1,0,1513
0,117,160,4,0,19,1.0,3,0,0,4,1,641,1513
0,39,40,4,0,5,0.0,4,2,0,4,1,206,1513
8,-44,55,4,0,7,,4,2,0,4,1,109,1513
0,-71,99,4,0,12,,1,2,0,4,1,82,1513
0,-84,215,1,0,23,0.0,2,0,19,4,0,628,1516
8,-105,21,1,0,10,1.0,1,0,19,4,0,597,1516
0,100,0,1,0,10,1.0,0,0,19,4,0,518,1516
0,138,4,1,0,13,0.0,0,0,19,4,0,301,1516
0,-27,169,1,0,17,,4,0,19,4,0,270,1516
0,94,21,1,0,9,0.0,0,0,19,4,0,54,1516
0,159,192,2,0,24,1.0,3,3,19,4,0,620,1516
5,0,0,2,0,0,1.0,4,1,19,4,0,242,1516
8,-141,28,2,0,14,1.0,1,0,19,4,0,166,1516
0,167,68,2,0,18,1.0,0,0,19,4,0,146,1516
0,1,175,2,0,17,0.0,4,0,19,4,0,45,1516
0,1,243,2,0,24,1.0,4,3,19,4,0,30,1516
0,-4,97,3,0,9,0.0,4,2,19,4,0,707,1516
8,123,72,3,0,14,1.0,0,0,19,4,0,660,1516
0,-141,205,3,0,24,1.0,2,3,19,4,0,501,1516
4,0,0,3,0,0,1.0,4,1,19,4,0,433,1516
0,167,97,3,0,19,,0,0,19,4,0,367,1516
8,195,-4,3,0,19,1.0,0,0,19,4,0,174,1516
0,159,0,3,0,15,0.0,0,0,19,4,0,35,1516
0,201,21,1,0,20,0.0,0,0,3,4,0,548,1518
0,174,45,1,0,17,1.0,0,0,3,4,0,530,1518
0,-141,222,1,0,26,1.0,2,3,3,4,0,449,1518
0,195,160,1,0,25,0.0,3,3,3,4,0,404,1518
0,144,61,1,0,15,,0,0,3,4,0,353,1518
11,0,0,1,0,0,1.0,4,1,3,4,0,171,1518
0,-162,45,1,0,16,0.0,1,0,3,4,0,113,1518
3,-12,55,1,0,5,0.0,4,2,3,4,0,40,1518
0,153,0,2,0,15,,0,0,3,4,0,630,1518
0,-191,188,2,0,26,,2,3,3,4,0,535,1518
0,1,255,2,0,25,1.0,4,3,3,4,0,380,1518
8,16,82,2,0,8,,4,2,3,4,0,333,1518
5,0,0,2,0,0,1.0,4,1,3,4,0,236,1518
0,64,49,2,0,8,1.0,0,2,3,4,0,121,1518
0,-141,205,2,0,24,0.0,2,3,3,4,0,27,1518
0,-71,238,3,0,24,0.0,4,3,3,4,0,518,1518
0,-141,228,3,0,26,0.0,2,3,3,4,0,234,1518
0,129,15,3,0,12,0.0,0,0,3,4,0,113,1518
0,-50,236,1,0,24,0.0,4,3,1,4,1,574,1522
0,-130,-19,1,0,13,1.0,1,0,1,4,1,492,1522
0,153,61,1,0,16,,0,0,1,4,1,425,1522
2,0,0,1,0,0,,4,1,1,4,1,361,1522
0,-143,-29,1,0,14,0.0,1,0,1,4,1,98,1522
3,-44,40,1,0,5,,4,2,1,4,1,53,1522
0,-143,209,1,0,25,0.0,2,3,1,4,1,18,1522
0,144,2,2,0,14,0.0,0,0,1,4,1,639,1522
0,153,95,2,0,18,1.0,0,0,1,4,1,445,1522
0,-107,99,2,0,14,0.0,1,0,1,4,1,296,1522
8,94,82,2,0,12,1.0,0,0,1,4,1,226,1522
7,0,0,2,0,0,1.0,4,1,1,4,1,184,1522
0,159,116,2,0,19,0.0,3,0,1,4,1,130,1522
6,0,0,2,0,0,1.0,4,1,1,4,1,113,1522
0,159,17,3,0,15,,0,0,1,4,1,586,1522
8,159,99,3,0,18,,0,0,1,4,1,327,1522
1,0,0,3,0,0,1.0,4,1,1,4,1,42,1522
0,-16,291,3,0,29,0.0,4,3,1,4,1,0,1522
0,110,236,4,0,26,0.0,3,3,1,4,1,511,1522
0,153,110,4,0,18,1.0,0,0,1,4,1,282,1522
11,0,0,4,0,0,1.0,4,1,1,4,1,230,1522
0,102,243,4,0,26,1.0,3,3,1,4,1,163,1522
0,-227,13,4,0,22,1.0,1,6,1,4,1,62,1522
0,45,209,4,0,21,0.0,4,0,1,4,1,26,1522
0,-143,198,1,0,24,0.0,2,3,3,4,1,609,1526
4,0,0,1,0,0,1.0,4,1,3,4,1,487,1526
0,-176,34,1,0,17,1.0,1,0,3,4,1,453,1526
3,54,133,1,0,14,1.0,4,2,3,4,1,369,1526
0,102,116,1,0,15,1.0,0,0,3,4,1,304,1526
2,0,0,1,0,0,0.0,4,1,3,4,1,290,1526
0,45,154,1,0,16,0.0,4,0,3,4,1,252,1526
0,-44,127,1,0,13,0.0,4,2,3,4,1,236,1526
0,-170,-15,2,0,17,1.0,1,0,3,4,1,436,1526
0,165,-15,2,0,16,0.0,0,0,3,4,1,383,1526
0,11,270,2,0,27,,4,3,3,4,1,349,1526
0,-176,13,2,0,17,,1,0,3,4,1,337,1526
3,54,61,2,0,8,1.0,0,2,3,4,1,312,1526
3,-130,40,2,0,13,1.0,1,0,3,4,1,282,1526
7,0,0,2,0,0,1.0,4,1,3,4,1,134,1526
0,-136,13,2,0,13,,1,0,3,4,1,25,1526
0,26,72,2,0,7,1.0,4,2,3,4,1,2,1526
0,-71,13,3,0,7,,4,2,3,4,1,680,1526
0,-1,175,3,0,17,,4,0,3,4,1,525,1526
0,193,34,3,0,19,0.0,0,0,3,4,1,115,1526
0,-79,205,4,0,21,0.0,2,0,3,4,1,286,1526
0,94,243,4,0,26,0.0,3,3,3,4,1,166,1526
0,237,61,4,0,24,0.0,0,4,3,4,1,121,1526
0,54,257,4,0,26,0.0,4,3,3,4,1,86,1526
0,-10,133,1,0,13,1.0,4,2,20,4,1,628,1531
0,-71,154,1,0,16,0.0,2,0,20,4,1,502,1531
0,-44,205,2,0,20,0.0,4,0,20,4,1,641,1531
0,-10,72,2,0,7,,4,2,20,4,1,612,1531
0,-149,198,2,0,24,,2,3,20,4,1,269,1531
0,172,181,2,0,24,0.0,3,3,20,4,1,151,1531
0,-107,154,3,0,18,1.0,2,0,20,4,1,674,1531
0,207,-15,3,0,20,1.0,0,0,20,4,1,574,1531
0,81,78,3,0,11,0.0,0,0,20,4,1,538,1531
0,-164,28,3,0,16,,1,0,20,4,1,511,1531
16,0,0,3,0,0,0.0,4,1,20,4,1,477,1531
0,-157,-2,3,0,15,1.0,1,0,20,4,1,458,1531
0,186,171,3,0,25,,3,3,20,4,1,142,1531
0,-98,2,3,0,9,0.0,1,0,20,4,1,103,1531
2,0,0,3,0,0,0.0,4,1,20,4,1,39,1531
2,0,0,3,0,0,1.0,4,1,20,4,1,37,1531
0,123,270,3,0,29,0.0,3,3,20,4,1,3,1531
8,144,13,4,0,14,1.0,0,0,20,4,1,635,1531
0,-115,-23,4,0,11,0.0,1,0,20,4,1,443,1531
13,0,0,4,0,0,0.0,4,1,20,4,1,413,1531
0,66,243,4,0,25,0.0,4,3,20,4,1,315,1531
0,159,99,4,0,18,1.0,0,0,20,4,1,291,1531
3,-130,17,4,0,13,1.0,1,0,20,4,1,261,1531
0,117,154,4,0,19,0.0,3,0,20,4,1,184,1531
0,-164,175,4,0,23,,2,3,20,4,1,59,1531
0,-107,224,1,0,24,0.0,2,3,1,4,0,413,1532
0,11,241,1,0,24,0.0,4,3,1,4,0,310,1532
0,182,-8,1,0,18,1.0,0,0,1,4,0,172,1532
0,153,-4,2,0,15,1.0,0,0,1,4,0,463,1532
0,176,-15,2,0,17,,0,0,1,4,0,430,1532
2,0,0,2,0,0,1.0,4,1,1,4,0,386,1532
0,182,36,2,0,18,1.0,0,0,1,4,0,70,1532
0,-187,-32,2,0,18,,1,0,1,4,0,45,1532
0,197,141,2,0,24,,3,3,1,4,0,21,1532
0,115,112,2,0,16,0.0,3,0,1,4,0,6,1532
0,153,207,2,0,25,0.0,3,3,1,4,0,0,1532
0,-25,177,3,0,17,0.0,4,0,1,4,0,552,1532
0,70,0,3,0,7,,4,2,1,4,0,539,1532
0,-107,26,3,0,11,0.0,1,0,1,4,0,463,1532
0,-54,19,3,0,5,1.0,4,2,1,4,0,261,1532
0,161,13,3,0,16,,0,0,1,4,0,233,1532
0,167,-8,3,0,16,1.0,0,0,1,4,0,185,1532
0,85,184,3,0,20,0.0,3,0,1,4,0,29,1532
0,-128,-15,4,0,12,0.0,1,0,1,4,0,516,1532
0,123,171,4,0,21,1.0,3,0,1,4,0,320,1532
0,-157,141,4,0,21,,2,0,1,4,0,181,1532
0,144,148,4,0,20,,3,0,1,4,0,143,1532
0,-16,247,4,0,24,0.0,4,3,1,4,0,52,1532
0,214,112,4,0,24,0.0,3,3,1,4,0,10,1532
0,231,82,1,0,24,,0,4,2,4,1,655,1534
0,-122,17,1,0,12,0.0,1,0,2,4,1,509,1534
0,94,175,1,0,19,0.0,3,0,2,4,1,318,1534
0,-122,137,1,0,18,1.0,2,0,2,4,1,247,1534
0,123,160,1,0,20,1.0,3,0,2,4,1,164,1534
8,-37,165,1,0,16,1.0,4,0,2,4,1,36,1534
0,144,99,1,0,17,0.0,0,0,2,4,1,1,1534
3,-92,160,2,0,18,1.0,2,0,2,4,1,459,1534
8,-1,68,2,0,6,1.0,4,2,2,4,1,425,1534
0,-164,181,2,0,24,0.0,2,3,2,4,1,384,1534
0,138,213,2,0,25,0.0,3,3,2,4,1,155,1534
11,0,0,2,0,0,1.0,4,1,2,4,1,148,1534
0,180,55,2,0,18,0.0,0,0,2,4,1,72,1534
0,-136,23,3,0,13,0.0,1,0,2,4,1,689,1534
0,54,253,3,0,25,0.0,4,3,2,4,1,443,1534
0,-122,154,3,0,19,0.0,2,0,2,4,1,389,1534
3,-130,-15,4,0,13,1.0,1,0,2,4,1,251,1534
0,-149,61,4,0,16,1.0,1,0,2,4,1,193,1534
5,0,0,4,0,0,0.0,4,1,2,4,1,163,1534
8,-164,28,4,0,16,1.0,1,0,2,4,1,79,1534
0,-164,-19,4,0,16,0.0,1,0,2,4,1,9,1534
0,172,17,5,0,17,0.0,0,0,2,4,1,237,1534
0,-136,154,5,0,20,1.0,2,0,2,4,1,155,1534
0,66,219,5,0,22,0.0,4,0,2,4,1,110,1534
0,54,160,1,0,16,0.0,3,0,4,4,1,607,1538
0,-157,192,1,0,24,0.0,2,3,4,4,1,536,1538
0,207,137,1,0,24,,3,3,4,4,1,315,1538
8,45,148,1,0,15,1.0,4,0,4,4,1,291,1538
0,87,175,1,0,19,1.0,3,0,4,4,1,186,1538
0,144,120,1,0,18,0.0,3,0,4,4,1,156,1538
4,0,0,1,0,0,,4,1,4,4,1,90,1538
4,0,0,1,0,0,1.0,4,1,4,4,1,24,1538
0,87,154,2,0,17,0.0,3,0,4,4,1,627,1538
0,180,181,2,0,25,,3,3,4,4,1,480,1538
4,0,0,2,0,0,1.0,4,1,4,4,1,467,1538
5,0,0,2,0,0,0.0,4,1,4,4,1,334,1538
0,-1,61,2,0,6,1.0,4,2,4,4,1,330,1538
8,-122,133,2,0,18,1.0,2,0,4,4,1,216,1538
0,-44,219,2,0,22,0.0,4,0,4,4,1,9,1538
8,117,2,3,0,11,0.0,0,0,4,4,1,516,1538
8,-130,-2,3,0,13,1.0,1,0,4,4,1,459,1538
0,-164,192,3,0,25,,2,3,4,4,1,355,1538
0,-122,7,3,0,12,0.0,1,0,4,4,1,121,1538
4,0,0,3,0,0,1.0,4,1,4,4,1,108,1538
0,-122,148,4,0,19,1.0,2,0,4,4,1,622,1538
8,-31,78,4,0,8,1.0,4,2,4,4,1,458,1538
0,60,175,1,0,18,1.0,3,0,18,4,1,675,1540
0,153,51,1,0,16,,0,0,18,4,1,534,1540
0,102,175,1,0,20,0.0,3,0,18,4,1,491,1540
0,-92,192,1,0,21,0.0,2,0,18,4,1,212,1540
0,117,2,1,0,11,1.0,0,0,18,4,1,201,1540
0,-164,116,1,0,20,,1,0,18,4,1,34,1540
0,32,51,1,0,6,0.0,4,2,18,4,1,1,1540
7,0,0,2,0,0,1.0,4,1,18,4,1,675,1540
3,5,110,2,0,11,1.0,4,2,18,4,1,484,1540
0,123,154,2,0,19,1.0,3,0,18,4,1,442,1540
3,26,116,2,0,11,1.0,4,2,18,4,1,341,1540
7,0,0,2,0,0,,4,1,18,4,1,227,1540
0,-185,171,2,0,25,0.0,2,3,18,4,1,206,1540
0,-176,82,2,0,19,0.0,1,0,18,4,1,40,1540
3,-107,165,3,0,19,,2,0,18,4,1,597,1540
0,102,133,3,0,16,0.0,3,0,18,4,1,494,1540
2,0,0,3,0,0,,4,1,18,4,1,465,1540
0,138,213,3,0,25,1.0,3,3,18,4,1,432,1540
0,87,165,3,0,18,1.0,3,0,18,4,1,228,1540
0,-122,34,3,0,12,0.0,1,0,18,4,1,137,1540
0,26,116,3,0,11,1.0,4,2,18,4,1,44,1540
0,110,171,4,0,20,0.0,3,0,18,4,1,555,1540
7,0,0,4,0,0,,4,1,18,4,1,518,1540
